trans_datetime,merchant,category,amt,gender,state,job,trans_num,is_fraud
1/1/2019 18:23,fraud_Wilkinson PLC,kids_pets,32.79,F,ND,Industrial/product designer,097aa990345bf0dd42ce8e194ac9d6ed,0
1/1/2019 18:24,fraud_Gottlieb Group,kids_pets,70.31,F,PA,Structural engineer,d0bdde0fa633e65acb754081db4d94dc,0
1/1/2019 18:24,fraud_Emmerich-Rau,personal_care,73.84,F,SC,Research scientist (physical sciences),3e378f172304e0f284edd9d82e122f71,0
1/1/2019 18:24,"fraud_Medhurst, Cartwright and Ebert",personal_care,77.05,M,IL,Outdoor activities/education manager,9acbbfb1e52073b598f96b60f47e180b,0
1/1/2019 18:24,fraud_Bruen-Yost,misc_pos,6.41,M,AL,"Editor, commissioning",33a747aa49f8ab25d87d799d8b0e3bda,0
1/1/2019 18:25,fraud_Shanahan-Lehner,personal_care,24.77,M,OK,Barrister's clerk,4ade3b23c3b155ec11a14b4a63c30082,0
1/1/2019 18:25,"fraud_McDermott, Osinski and Morar",home,16.96,F,OR,"Engineer, maintenance",7da59354adbd6b329958cedc2ddb98d7,0
1/1/2019 18:26,fraud_Johnston-Casper,travel,2.48,F,NY,"Producer, radio",595177ac6f59c4bd0f829ca64062681c,0
1/1/2019 18:27,fraud_Quitzon-Goyette,home,61.05,F,SD,Hospital pharmacist,ad49f70861f9b34d3cd634ce8a4215b0,0
1/1/2019 18:27,fraud_Kutch-Ferry,home,39.8,F,NY,"Teacher, primary school",84c3392f32067e2e68132147a8c93080,0
1/1/2019 18:28,"fraud_Lehner, Reichert and Mills",misc_pos,11.64,M,ME,Advertising account planner,db49055d729ff0c6da94070c94c3a544,0
1/1/2019 18:29,fraud_Homenick LLC,personal_care,109.57,F,FL,Paramedic,4ca5e0a4dc4e8213908317135a4293c9,0
1/1/2019 18:29,fraud_Wilkinson LLC,personal_care,73.86,M,AR,Magazine features editor,5c561281be5521f63aca6771c0fede6e,0
1/1/2019 18:30,fraud_Greenholt Ltd,health_fitness,17.66,F,VA,"Engineer, mining",c79e0e3b16cff01aacb9bf75cc894e40,0
1/1/2019 18:30,fraud_Schroeder Group,health_fitness,89.9,F,MI,Learning disability nurse,05b7ae5684352d4e4507343b3de97350,0
1/1/2019 18:30,fraud_Volkman-Predovic,shopping_net,8.81,F,MN,"Lecturer, further education",40025cad9fa43272590f5446f014cc6f,0
1/1/2019 18:30,fraud_Gaylord-Powlowski,home,14.71,F,NY,Comptroller,4fbd3b517fe4f02ffa16b62be59ed40a,0
1/1/2019 18:31,fraud_Powlowski-Weimann,food_dining,30,F,TX,"Radiographer, therapeutic",1fb3273e68cb26967329281c15bf9a50,0
1/1/2019 18:31,fraud_Romaguera and Sons,travel,6.23,F,SC,Technical brewer,3b5d5b71b6b325efd14c7a50b76abd08,0
1/1/2019 18:32,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,362.86,M,NY,Further education lecturer,f1d31388585a96df3b0e0a57d43777b8,0
1/1/2019 18:32,"fraud_Koss, Hansen and Lueilwitz",home,43.9,M,OH,Copy,5f1724661763b5bbf841184b2c627dc2,0
1/1/2019 18:32,fraud_Wiza LLC,misc_pos,28.03,F,AR,"Engineer, control and instrumentation",9ce6f290feeb8723cfd3928de9875cdc,0
1/1/2019 18:32,fraud_Deckow-Dare,food_dining,112.61,F,LA,"Designer, furniture",f4dbe2e0c0a74bdb9a5be96d00c79709,0
1/1/2019 18:33,fraud_Larkin Ltd,kids_pets,48.81,M,WY,Freight forwarder,fd4bd0bfecddfaeb602bf314c09afcb2,0
1/1/2019 18:36,"fraud_Fadel, Mertz and Rippin",entertainment,124.42,F,FL,Television production assistant,7c1f6235781fde19b5c35cb6cd7487da,0
1/1/2019 18:37,"fraud_Lowe, Dietrich and Erdman",kids_pets,220.47,M,NY,"Biochemist, clinical",a01f36e8d27dbc62f025b2784193db15,0
1/1/2019 18:37,fraud_Maggio-Fahey,misc_pos,3.15,F,SC,Animal technologist,6c81a3d11b9d45b81284ad8eb9182cd9,0
1/1/2019 18:37,"fraud_Armstrong, Walter and Gottlieb",food_dining,82.57,F,IL,Building surveyor,30d044d86101704ddf62f1df1608461e,0
1/1/2019 18:39,fraud_Huel Ltd,misc_net,100.93,M,TX,Futures trader,3b5396bad5d7031734738623abcc2839,0
1/1/2019 18:39,fraud_Gleason-Macejkovic,shopping_net,47.79,F,CA,"Designer, exhibition/display",00d4d20cf44e5788472d6a2072ba9cc6,0
1/1/2019 18:40,fraud_Flatley Group,misc_pos,6.77,F,SC,Social researcher,91019f7644700c09512d9a8bd31eee36,0
1/1/2019 18:40,fraud_Thompson-Gleason,health_fitness,3.97,M,OH,Equities trader,3abc5debb2d3694715b125b2db8254af,0
1/1/2019 18:40,"fraud_Windler, Goodwin and Kovacek",home,19.04,F,MD,Insurance underwriter,1396befa73e640038a711878a8230062,0
1/1/2019 18:42,fraud_Hermann and Sons,shopping_pos,3.63,F,SC,Museum/gallery conservator,59bc382fa8a9ad3b2622edb4a6590867,0
1/1/2019 18:42,fraud_Schmeler-Howe,personal_care,26.54,F,OH,"Investment banker, corporate",d1e2a884659e703b06e64b6ce700a27b,0
1/1/2019 18:43,fraud_Zboncak Ltd,food_dining,7.08,F,OK,Research scientist (life sciences),7ddf9fc7e64bf1975ae4fc3aa7b32fef,0
1/1/2019 18:45,"fraud_Bradtke, Torp and Bahringer",personal_care,1.68,F,OH,Medical sales representative,cad53e99d0f62b447d8d183b78e1839e,0
1/1/2019 18:45,fraud_Pouros-Haag,shopping_pos,4.39,F,CA,Web designer,294d5ba1dad6ee093e89926ce526b2c0,0
1/1/2019 18:45,fraud_Metz-Boehm,shopping_pos,3.89,F,KS,Secondary school teacher,d8cedb3a645bcf6bed457811f119200d,0
1/1/2019 18:46,fraud_Fahey Inc,kids_pets,29.8,M,SC,Materials engineer,dcc2fe31a986504528a6d6516b2550b4,0
1/1/2019 18:46,fraud_Stiedemann Ltd,food_dining,66.7,F,AZ,Contractor,5e14511c0c8d96ee1ecd207815ed681d,0
1/1/2019 18:47,fraud_Larson-Moen,entertainment,177.71,F,CA,Podiatrist,25c7f72b9e39d74e64e95bb657356f8d,0
1/1/2019 18:48,fraud_Pouros-Haag,shopping_pos,1.81,F,OH,Field trials officer,5d82dd8f1c8ce6e26d91bc3fa1c33e3b,0
1/1/2019 18:48,"fraud_Pouros, Walker and Spencer",kids_pets,17.46,F,AZ,Contractor,60f80969a2237a60ace9454ee21f4409,0
1/1/2019 18:48,fraud_Gottlieb-Hansen,personal_care,7.43,M,MI,"Social research officer, government",89775fd8f57a3dc4cf254ca810737228,0
1/1/2019 18:50,fraud_Stark-Koss,home,19.76,M,PA,Retail merchandiser,bef5e2602e45fb42eb263bdeb4c77e6b,0
1/1/2019 18:51,"fraud_Streich, Rolfson and Wilderman",kids_pets,41.02,F,IL,Environmental consultant,003bb7dc7b4b2d6371efaa5e0be29b3c,0
1/1/2019 18:51,fraud_Schimmel-Olson,kids_pets,77.7,F,AL,Exercise physiologist,c216532c65ea4eab9188a9c4cd6bceb4,0
1/1/2019 18:51,fraud_Boyer-Haley,travel,3178.51,M,AK,"Administrator, education",7083124580d6a391d678fb76b67a1ebb,0
1/1/2019 18:51,"fraud_O'Reilly, Mohr and Purdy",home,16.71,F,IL,English as a foreign language teacher,3620b56f3e5c2f15217cf5ad2525415f,0
1/1/2019 18:52,fraud_Cummerata-Hilpert,entertainment,61.7,M,FL,Town planner,cb26d205b07a415b4e935018c2655d46,0
1/1/2019 18:52,"fraud_Zboncak, Rowe and Murazik",shopping_net,2.46,F,SC,Magazine features editor,ef92e6085eb9204213287270def25142,0
1/1/2019 18:52,"fraud_Runte, Green and Emard",health_fitness,59.84,M,PA,Public relations account executive,1ea66d82feab86a6f756b4c8e7c2b6bf,0
1/1/2019 18:52,fraud_Zemlak Group,misc_net,48.28,M,AR,Financial adviser,8d28d7befc6178589201394306f80d50,0
1/1/2019 18:53,fraud_Kris-Padberg,shopping_pos,303.79,F,PA,Structural engineer,f657aec680e8e8e62730e74af9711ba1,0
1/1/2019 18:53,fraud_Dickinson Ltd,misc_pos,248.54,M,TX,Video editor,7138dc6b1068f27e317d17b89c761f95,0
1/1/2019 18:53,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,218.97,M,WV,Exhibition designer,05fa949abca7d5b8fc68c9fdaf731537,0
1/1/2019 18:54,fraud_Kulas Group,health_fitness,34.81,F,GA,"Engineer, technical sales",e4189e332641349d8bcff900d2336798,0
1/1/2019 18:54,fraud_Schumm PLC,shopping_net,1.15,F,TX,"Designer, ceramics/pottery",3cc764095b5338160465bf9bed88d9a4,0
1/1/2019 18:54,"fraud_Weimann, Kuhic and Beahan",shopping_pos,4.65,F,MO,Tax inspector,b3f0f4909b8f98814c7375abe382c297,0
1/1/2019 18:56,fraud_Kub-Heaney,health_fitness,11.66,F,KY,Chief Financial Officer,d054c5ff27f3361a6a9eb2f32f3e7338,0
1/1/2019 18:56,fraud_Bechtelar-Rippin,food_dining,2.49,F,MD,Insurance underwriter,752a803de4e43323cd5c3272a02b2c41,0
1/1/2019 18:56,fraud_Dare-Gibson,health_fitness,6.76,M,MD,Operations geologist,f8a95633137dfadeea4af6e2456209c3,0
1/1/2019 18:57,fraud_Breitenberg-Hermiston,kids_pets,6.21,F,KS,Secondary school teacher,8e47e621d4a7281e3c370949290cbed8,0
1/1/2019 18:57,fraud_Ullrich Ltd,kids_pets,77.11,F,CO,Public relations account executive,7f18e190f827c0b3ca0bab22b14426c8,0
1/1/2019 18:57,fraud_Thiel PLC,misc_pos,2.48,M,VA,"Scientist, biomedical",1d0f3504f00a5457b53dd9a9134302b3,0
1/1/2019 18:57,fraud_Botsford PLC,home,31.55,M,MO,Private music teacher,21c0418cbf5c4bfc29ff4ff8176edfd9,0
1/1/2019 18:58,fraud_Feil-Morar,health_fitness,56.25,M,TX,"Designer, jewellery",2b93dc183a308458c7b363f167593a08,0
1/1/2019 18:59,fraud_Kuphal-Toy,food_dining,136.51,F,OK,Bookseller,b26c75832826d3fddd03ef7f93b17cc7,0
1/1/2019 19:00,fraud_Brown PLC,misc_net,229.3,F,PA,Energy manager,96297b3157adf248c620acef0219b775,0
1/1/2019 19:00,fraud_Bartoletti and Sons,personal_care,11.21,M,WA,Clothing/textile technologist,180901d384a8c4b7ae33b1ba97a628b7,0
1/1/2019 19:01,fraud_Weber and Sons,food_dining,80.86,F,TX,Systems developer,2fc1bb558f1882e8e33c8db6e22bc9c3,0
1/1/2019 19:01,fraud_Adams-Barrows,health_fitness,130.49,F,MI,Immunologist,6d7e6beaddd21d9054d77325e9913471,0
1/1/2019 19:01,fraud_Erdman-Schaden,personal_care,100.44,F,WA,Special educational needs teacher,6bb183c6898ef0d0475aca1f846a51d0,0
1/1/2019 19:02,fraud_Langworth LLC,personal_care,38.06,M,MD,Science writer,332fff39328f778383c0bafc15aebb5d,0
1/1/2019 19:02,fraud_Waters-Cruickshank,health_fitness,40.88,F,IL,"Restaurant manager, fast food",ac747247352acffdad8379e0701acd15,0
1/1/2019 19:02,"fraud_Witting, Beer and Ernser",home,18.54,M,LA,"Engineer, petroleum",803f99e407f43e16fd7f532185fa9bb3,0
1/1/2019 19:03,"fraud_Brown, Homenick and Lesch",health_fitness,147.93,F,TX,Hydrogeologist,4415417b5912cdc1319341ce9be6a781,0
1/1/2019 19:04,"fraud_Conroy, Balistreri and Gorczany",health_fitness,49.75,M,UT,Location manager,718cd2b29394c0d5caaaea5eaa4f728e,0
1/1/2019 19:04,fraud_Gleason and Sons,kids_pets,81.76,F,PA,Insurance claims handler,894dcf900cc6165abd676f0c1b0346e4,0
1/1/2019 19:05,fraud_Champlin-Casper,home,35.97,F,IL,Archivist,dfe1a5aae30a1081d8db26a228cdae10,0
1/1/2019 19:05,"fraud_Kutch, Steuber and Gerhold",food_dining,81.48,F,WV,Systems developer,882dfad5e2c7578377d9acfa9e62ec67,0
1/1/2019 19:05,"fraud_O'Connell, Botsford and Hand",home,75.44,M,ND,Television floor manager,487f81a2ef25981838f2da53239a77f3,0
1/1/2019 19:06,"fraud_Schoen, Nienow and Bauch",personal_care,81.61,M,NY,Environmental health practitioner,c398da20f97d3d02055516a960b0bea4,0
1/1/2019 19:06,fraud_Bartoletti and Sons,personal_care,163.88,F,MD,Insurance underwriter,6b40b415086aec16c63f076063fd57eb,0
1/1/2019 19:06,fraud_Erdman-Schaden,personal_care,1.24,M,VA,Health visitor,54b1d77b9ee6639da427de1bad7b1fc7,0
1/1/2019 19:06,fraud_Block-Hauck,travel,4.52,F,PA,Dispensing optician,270a07e3b4b0c6049e7cad0b1261252f,0
1/1/2019 19:07,fraud_Mohr Inc,shopping_pos,9.59,F,LA,"Surveyor, rural practice",bc71a738fc462ce6b43a57ac671a3e4d,0
1/1/2019 19:07,"fraud_Schneider, Hayes and Nikolaus",food_dining,83.19,M,MN,Communications engineer,cec7cf3da6ab93e61d68cc4465c50989,0
1/1/2019 19:07,fraud_McKenzie-Huels,food_dining,1.88,M,PA,Retail merchandiser,84419b38e031673139124f5a8824eea9,0
1/1/2019 19:07,fraud_Champlin and Sons,home,48.4,F,AL,Materials engineer,cfc112ca8ebfc0dea879fd0e3bba8a91,0
1/1/2019 19:08,fraud_Carroll PLC,health_fitness,28.93,F,OH,Research scientist (medical),a2cee8d818ae1938fb60fd1d3695148d,0
1/1/2019 19:08,fraud_Abshire PLC,entertainment,1.16,F,OH,Research scientist (medical),3844e41c311cb49b38a92dfc0b20c347,0
1/1/2019 19:08,fraud_Howe PLC,entertainment,34.67,F,KS,Film/video editor,bf5cbe2ff2d7de7949991bf5fb577c44,0
1/1/2019 19:09,fraud_Cormier LLC,health_fitness,6.26,F,NJ,Science writer,288e0a1f89eaf57a00734a44998d8e16,0
1/1/2019 19:09,fraud_Little Ltd,kids_pets,41.03,F,PA,Podiatrist,f019eacbfae389513edf23f8f7f263c9,0
1/1/2019 19:09,"fraud_Lesch, D'Amore and Brown",food_dining,29.85,F,OK,"Teacher, special educational needs",59123cb1eaaf26d3cd36a498b8bc9458,0
1/1/2019 19:09,fraud_Heathcote LLC,shopping_net,3.94,M,TN,"Journalist, newspaper",d935c41f44b9916982a2c008cdeb979a,0
1/1/2019 19:11,fraud_Bernhard-Lesch,food_dining,60.29,M,WY,"Administrator, local government",c98fd8f971ea876e7ae4346359ec9fc8,0
1/1/2019 19:11,"fraud_Witting, Beer and Ernser",home,50.33,M,IA,Administrator,5fd952b00127bd94649603cfb7db1b8e,0
1/1/2019 19:12,"fraud_Kunze, Larkin and Mayert",travel,8.43,M,OR,"Engineer, building services",dab82481c8c500b39b94972379d07c9a,0
1/1/2019 19:13,fraud_Block-Hauck,travel,5.33,M,LA,"Engineer, petroleum",7b9bf2ff33c0de08296b5fccb8b1829f,0
1/1/2019 19:13,fraud_Bode-Rempel,kids_pets,1.96,F,ME,Make,8c5aee57c2343f32b1d36e5e3cbf076f,0
1/1/2019 19:13,fraud_Collier LLC,home,14.11,M,LA,"Engineer, petroleum",ac598e2d435a7a172e8ae06deab66471,0
1/1/2019 19:14,"fraud_Kutch, Steuber and Gerhold",food_dining,94.45,F,LA,"Surveyor, rural practice",323d136497f6ecc869cc6fe7ee26c8a2,0
1/1/2019 19:15,"fraud_Romaguera, Wehner and Tromp",kids_pets,13.51,F,AR,"Programmer, applications",c1e6b1797245528e34e1b1e2670cd471,0
1/1/2019 19:15,fraud_Windler LLC,kids_pets,14.93,M,IN,Retail banker,940eddf7656dac615058075897c6e0a2,0
1/1/2019 19:15,"fraud_Bernhard, Grant and Langworth",shopping_pos,185.87,F,PA,Structural engineer,bf15d61e00358c618bcf0b6e5f84c4d4,0
1/1/2019 19:16,"fraud_Durgan, Gislason and Spencer",home,44.53,F,WV,Fine artist,370e1dddad381e96d576a73def95a642,0
1/1/2019 19:16,fraud_Schmidt and Sons,shopping_net,4.01,M,PA,Advice worker,f8a36d969facfe882767e09ff65b8e6e,0
1/1/2019 19:16,fraud_O'Keefe-Wisoky,food_dining,92.13,M,GA,"Therapist, occupational",326ff0a1c0df2ee307b7015c8eff3060,0
1/1/2019 19:16,fraud_Schmidt-Larkin,home,2.93,F,IA,Sports administrator,d39a91ecf46df45fc145b1d1d2702f5e,0
1/1/2019 19:16,fraud_Gottlieb Group,kids_pets,19.56,M,TX,Site engineer,8df9ae8a974e7f49c83deddab584dd06,0
1/1/2019 19:17,fraud_Schulist Ltd,food_dining,6.86,M,MN,Chemical engineer,5a4619b817a9a6cc38e9f70281d84e26,0
1/1/2019 19:17,fraud_Gleason and Sons,kids_pets,11.59,F,IA,Camera operator,86b1d86c983f3df80cf6ff4e93e838e7,0
1/1/2019 19:18,fraud_Leffler-Goldner,personal_care,100.08,F,PA,Special educational needs teacher,b9a693be83629cd8dd4620233dc6b7b2,0
1/1/2019 19:18,fraud_Shanahan-Lehner,personal_care,17.18,F,FL,Paramedic,ea1801aa6181bc5c12e8edf76077f0da,0
1/1/2019 19:18,"fraud_Hintz, Bauch and Smith",health_fitness,73.76,F,PA,Special educational needs teacher,8536e75b21375652a4d480bf71aa1305,0
1/1/2019 19:18,fraud_Prosacco LLC,personal_care,49.53,M,OK,Sub,d887e15bf29eaeed2e1f940e97378d36,0
1/1/2019 19:19,"fraud_Crist, Jakubowski and Littel",home,89.82,M,WI,Child psychotherapist,18f62e8c0bd83127fac2700d5f71b94e,0
1/1/2019 19:19,fraud_Bashirian Group,shopping_net,21.63,F,IL,English as a foreign language teacher,ffac6430d4b4bd20440434ce1bea06c3,0
1/1/2019 19:19,"fraud_Roberts, Daniel and Macejkovic",kids_pets,42.61,M,WY,"Administrator, local government",434a1f90f4afd7582f506174ccc9f3ca,0
1/1/2019 19:20,"fraud_Bahringer, Schoen and Corkery",shopping_pos,7.29,F,OK,Amenity horticulturist,267d77a4fe01a3f19eaca17767e33568,0
1/1/2019 19:21,fraud_Tillman LLC,travel,9.64,M,IN,"Doctor, general practice",ed4222d7067d2a71d67f4f6d99263b27,0
1/1/2019 19:22,fraud_Kub PLC,personal_care,22.26,M,AR,"Designer, ceramics/pottery",316c6b855af0745bca296860529db96b,0
1/1/2019 19:22,fraud_Langworth LLC,personal_care,81.94,M,OH,"Designer, television/film set",1984b8093113ca36baf61cff706b442c,0
1/1/2019 19:22,fraud_Connelly-Carter,home,49.89,M,NY,Further education lecturer,8cc46dbd45361e1269290d2407a94220,0
1/1/2019 19:23,fraud_Beier LLC,entertainment,4.12,F,CT,Herpetologist,4842d6f9fc926d12e77f37852025a176,0
1/1/2019 19:24,fraud_Pacocha-Weissnat,kids_pets,49.98,F,TX,Chiropodist,e04aae082a61324256b9ff66c2ec3b73,0
1/1/2019 19:24,fraud_Little-Gleichner,travel,3.58,F,FL,Paramedic,2eccef110f176668a4488fccb090d174,0
1/1/2019 19:24,fraud_Bode-Rempel,kids_pets,114.22,M,NE,Dealer,8be6533deff4031cd250777040195860,0
1/1/2019 19:25,fraud_Volkman PLC,food_dining,17.55,M,IA,Medical secretary,5151ce5e8e44c4ee2025ee44a8f25b95,0
1/1/2019 19:26,"fraud_Hintz, Bauch and Smith",health_fitness,7.07,M,OH,"Designer, television/film set",b34a80940841b2dfccbd3a78537afa92,0
1/1/2019 19:26,fraud_Sawayn PLC,shopping_pos,672.79,M,WI,"Accountant, chartered public finance",df45bbd3db89b6c7abf8a0955786eea7,0
1/1/2019 19:27,fraud_Jast-McDermott,shopping_pos,3.68,M,IA,IT trainer,9eb1677a35f69b318de7b09b5aa4db18,0
1/1/2019 19:29,fraud_Breitenberg-Hermiston,kids_pets,15.33,M,MS,"Librarian, academic",89dfde4fa4284b66b0f4b82feee77308,0
1/1/2019 19:29,fraud_McGlynn-Jaskolski,misc_pos,134.99,F,WA,Special educational needs teacher,d73ba068c7befebe2ba16d90fdaf001d,0
1/1/2019 19:29,fraud_Larson-Moen,entertainment,9.17,F,AL,Materials engineer,7101e6e888cd78ef285bbffb15cc0e6c,0
1/1/2019 19:30,fraud_Pouros-Conroy,shopping_pos,4.99,F,TX,Press sub,6f35d6768650e9b60081f5b5f51b07c4,0
1/1/2019 19:30,fraud_Mosciski Group,travel,6.72,M,NV,Immunologist,7df005c07d00d183433e252089570cc9,0
1/1/2019 19:30,fraud_Rau-Grant,kids_pets,154.47,M,NV,Interpreter,2e03dbaf090cfa0852754ba69556cecc,0
1/1/2019 19:31,fraud_Jakubowski Inc,home,109.41,M,TX,"Doctor, general practice",f107b13442faad7bb68e675148ec396d,0
1/1/2019 19:31,fraud_Greenholt Ltd,health_fitness,73.81,M,GA,Advertising account executive,934b3c6d6d006b14d1f95d717f663c93,0
1/1/2019 19:31,fraud_Baumbach Ltd,personal_care,71.86,M,WV,Special effects artist,092387a24ed0e9c5fafef219d4fa7c86,0
1/1/2019 19:32,"fraud_Durgan, Gislason and Spencer",home,20.6,F,MN,Barrister,423b5ca9e524b50ae9180091382e3245,0
1/1/2019 19:32,fraud_Howe PLC,entertainment,40.83,M,WI,"Engineer, production",08707639e90b7792dbb7b8e1d6fa73b6,0
1/1/2019 19:32,fraud_Kuphal-Toy,food_dining,59.59,M,IL,Outdoor activities/education manager,52174f15fd4f28f0fcb9c51a35dc2381,0
1/1/2019 19:32,fraud_Erdman-Durgan,health_fitness,168.64,F,MN,"Research officer, trade union",51235a072db4e660ea5fc090c121709d,0
1/1/2019 19:32,fraud_Homenick LLC,personal_care,43.76,F,IA,Camera operator,1b6b6ec28838722e38b520819053d561,0
1/1/2019 19:33,fraud_Metz-Boehm,shopping_pos,2.17,F,AL,Politician's assistant,d0c17b3fe813a8e7e75f7ba11d9765bb,0
1/1/2019 19:34,"fraud_Reichert, Huels and Hoppe",shopping_net,52.57,F,TX,"Radiographer, therapeutic",0491c9888eced0a26dd9619240fbc3c2,0
1/1/2019 19:35,fraud_O'Keefe-Wisoky,food_dining,1.29,F,MD,Regulatory affairs officer,9feff259929741cf4705deff0c7e6516,0
1/1/2019 19:35,"fraud_Runolfsdottir, Mueller and Hand",entertainment,46.28,M,IL,Trade mark attorney,73ad5a9c8d13851941bd9a46956600a2,0
1/1/2019 19:35,fraud_Fisher-Schowalter,shopping_net,1.3,F,FL,"Geneticist, molecular",dac2ee017ff976a7958fafce4b24f592,0
1/1/2019 19:35,"fraud_Torp, Muller and Borer",health_fitness,29.48,M,PA,Retail merchandiser,73f8bccbe2bfe8903d6b68059f76c024,0
1/1/2019 19:36,fraud_Nienow PLC,entertainment,20.76,M,NY,Video editor,e9b74fb9db8bc604e7c922f8173582a5,0
1/1/2019 19:36,fraud_Runte-Mohr,food_dining,55.57,F,TX,"Radiographer, therapeutic",effa2f42d81a9f1c40af3a5d288850f2,0
1/1/2019 19:37,fraud_Morissette PLC,shopping_pos,8.31,F,MI,Trade mark attorney,ce4b5380d401cb7ef7985264f284384e,0
1/1/2019 19:38,fraud_Beier and Sons,home,49.93,F,PA,Systems developer,a88e59c452d08195c0fdf1664fd1d86e,0
1/1/2019 19:38,fraud_Jerde-Hermann,travel,1.73,F,CA,"Civil engineer, contracting",1e566a2b4ba3e57e8f6c081fc6a1a996,0
1/1/2019 19:39,fraud_Botsford and Sons,home,262.12,M,VA,"Designer, ceramics/pottery",451f3f46cf27c32c89d3ab121f28feb6,0
1/1/2019 19:39,"fraud_Denesik, Powlowski and Pouros",home,37.15,M,NC,Paramedic,776f322f93899117a3dd03b4f278ec07,0
1/1/2019 19:39,"fraud_Kihn, Brakus and Goyette",personal_care,3.09,M,NM,Historic buildings inspector/conservation officer,2588cd0877ed416b529c9a5203756378,0
1/1/2019 19:42,fraud_Metz-Boehm,shopping_pos,6.53,M,IN,"Research officer, trade union",46ad8822f30bfed21887ebe207ad8dd7,0
1/1/2019 19:43,fraud_Homenick LLC,personal_care,100.65,M,MD,Music tutor,4816d3628a9f22c4c8f3322dfaa90577,0
1/1/2019 19:43,fraud_Brown-Greenholt,entertainment,1.21,F,VA,Energy engineer,885f814dcd0c50cffc596b985eeab8ef,0
1/1/2019 19:44,fraud_Connelly-Carter,home,77.95,F,MN,Applications developer,895e7b9b124a55ad54245fe631a2846c,0
1/1/2019 19:45,fraud_Eichmann-Kilback,home,35.91,M,MI,Horticultural consultant,34888ec5d5bd9b270abb4961737ec6db,0
1/1/2019 19:46,"fraud_Roberts, Ryan and Smith",personal_care,43.36,F,IL,"Buyer, industrial",364e565be978b687805149d2d7914fbc,0
1/1/2019 19:47,"fraud_Mante, Luettgen and Hackett",health_fitness,25.28,M,PA,Nutritional therapist,92f84e0d58bd43bbe8534d41c9720d9b,0
1/1/2019 19:47,fraud_Shanahan-Lehner,personal_care,8.22,F,NY,Psychotherapist,abea290c63ac1cd5ae4fd029adec9fbb,0
1/1/2019 19:47,fraud_Kirlin and Sons,personal_care,20.93,F,NY,Film/video editor,0702d9e5f56f192558033512c5a478e6,0
1/1/2019 19:47,"fraud_Hills, Hegmann and Schaefer",health_fitness,37.39,F,AL,Ceramics designer,5edd83baea615a22f1100da58f592376,0
1/1/2019 19:48,"fraud_Pouros, Walker and Spencer",kids_pets,3.51,F,UT,Futures trader,2c2d62c3b52ef131bc198b194d7b6838,0
1/1/2019 19:49,"fraud_Schoen, Nienow and Bauch",personal_care,20.71,F,NY,"Producer, radio",c04ef0784e675f0ea380872e7ee3cfff,0
1/1/2019 19:51,fraud_Abbott-Steuber,personal_care,4.36,F,SC,Research scientist (physical sciences),c0d68971d9b9c34b06b7df2ced828e4c,0
1/1/2019 19:51,fraud_Boyer-Reichert,shopping_net,1.43,F,MI,Geophysicist/field seismologist,ce747d31ba8821dc532d8959275ffe8e,0
1/1/2019 19:52,fraud_Kihn-Schuster,food_dining,4.92,F,IL,Race relations officer,de9cdaf7d0e6e2fc40df7655482a4084,0
1/1/2019 19:52,"fraud_Altenwerth, Cartwright and Koss",shopping_net,13.21,M,IL,Commercial/residential surveyor,3126bced8bc19876d88f9b969e9d4635,0
1/1/2019 19:52,fraud_Denesik and Sons,shopping_pos,5.92,F,TX,Warden/ranger,f78c3b2280b8a9066ffb622b0cf13b1c,0
1/1/2019 19:52,"fraud_Roberts, Ryan and Smith",personal_care,1.31,F,KY,"Therapist, sports",ae82843ce73f8f831d68a5a959009461,0
1/1/2019 19:52,fraud_Padberg-Sauer,home,14.41,F,AR,"Lecturer, further education",6bfac8d079811b00f216c0132c72d7f1,0
1/1/2019 19:53,fraud_Veum-Koelpin,travel,6.62,F,NY,"Designer, textile",a2e10227919d3fb5ec02afa2d43a32a8,0
1/1/2019 19:53,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,67.54,F,MN,"Lecturer, further education",405e201c3acf547e772f59fa02b89ca7,0
1/1/2019 19:53,"fraud_McDermott, Osinski and Morar",home,36.16,F,MI,Immunologist,fad807cbb254b4aca50e336783e8773b,0
1/1/2019 19:54,"fraud_Becker, Harris and Harvey",personal_care,29.24,M,CA,Systems analyst,f46cb7a27c537485ae4b898d539eeff8,0
1/1/2019 19:54,"fraud_Lowe, Dietrich and Erdman",kids_pets,68.16,F,NY,Psychotherapist,26d3f0f52b9589d65ab31c343fa5f903,0
1/1/2019 19:54,fraud_Hudson-Grady,shopping_pos,2.56,F,TX,Financial adviser,74e9812ce1cca4bb5933c513852cf1ef,0
1/1/2019 19:55,fraud_Heathcote LLC,shopping_net,229.06,F,AZ,Petroleum engineer,07232949bfb231b46bb6c82ab036e95b,0
1/1/2019 19:55,fraud_Schmitt Ltd,misc_net,69.29,F,IN,"Psychologist, forensic",279ec131957edd4ae09272cae94aa62d,0
1/1/2019 19:56,fraud_Nader-Maggio,personal_care,27.31,F,SD,"Development worker, international aid",18b4ce2a47641e0a99e4093a54001cab,0
